"crn, julian, press, theta, sigma, temp, sal, oxy, xmiss, fluor, nit, "
"#, day, dbar, ITS-90, kg/m3, ITS-90, PSS-78, umol/kg, %, ug/l, umol/kg, "
"127, 4639,    6.0, 24.9421,  23.543, 24.9434, 35.2408,   208.2,  -9.000,  0.0713,  -9.000,"
"127, 4639,    8.0, 24.9400,  23.544, 24.9418, 35.2412,   208.4,  -9.000,  0.0674,  -9.000,"
"127, 4639,   10.0, 24.9373,  23.544, 24.9395, 35.2409,   208.6,  -9.000,  0.0668,  -9.000,"
"127, 4639,   12.0, 24.9355,  23.545, 24.9381, 35.2412,   209.0,  -9.000,  0.0678,  -9.000,"
"127, 4639,   14.0, 24.9323,  23.546, 24.9354, 35.2416,   209.0,  -9.000,  0.0658,  -9.000,"
"127, 4639,   16.0, 24.9288,  23.548, 24.9323, 35.2420,   209.1,  -9.000,  0.0679,  -9.000,"
"127, 4639,   18.0, 24.9239,  23.550, 24.9278, 35.2429,   209.1,  -9.000,  0.0702,  -9.000,"
"127, 4639,   20.0, 24.9172,  23.552, 24.9216, 35.2438,   209.1,  -9.000,  0.0763,  -9.000,"
"127, 4639,   22.0, 24.9115,  23.555, 24.9162, 35.2449,   209.2,  -9.000,  0.0787,  -9.000,"
"127, 4639,   24.0, 24.9043,  23.559, 24.9095, 35.2467,   209.3,  -9.000,  0.0771,  -9.000,"
"127, 4639,   26.0, 24.8931,  23.566, 24.8988, 35.2521,   209.5,  -9.000,  0.0792,  -9.000,"
"127, 4639,   28.0, 24.8823,  23.574, 24.8884, 35.2582,   209.7,  -9.000,  0.0853,  -9.000,"
"127, 4639,   30.0, 24.8715,  23.583, 24.8780, 35.2656,   210.1,  -9.000,  0.0929,  -9.000,"
"127, 4639,   32.0, 24.8514,  23.600, 24.8583, 35.2802,   210.6,  -9.000,  0.0977,  -9.000,"
"127, 4639,   34.0, 24.8155,  23.628, 24.8228, 35.3026,   211.5,  -9.000,  0.1058,  -9.000,"
"127, 4639,   36.0, 24.7526,  23.666, 24.7603, 35.3284,   212.7,  -9.000,  0.1097,  -9.000,"
"127, 4639,   38.0, 24.6924,  23.697, 24.7006, 35.3450,   214.2,  -9.000,  0.1138,  -9.000,"
"127, 4639,   40.0, 24.6242,  23.733, 24.6328, 35.3654,   215.5,  -9.000,  0.1178,  -9.000,"
"127, 4639,   42.0, 24.5505,  23.765, 24.5595, 35.3782,   216.2,  -9.000,  0.1228,  -9.000,"
"127, 4639,   44.0, 24.4622,  23.799, 24.4716, 35.3879,   216.6,  -9.000,  0.1309,  -9.000,"
"127, 4639,   46.0, 24.3654,  23.832, 24.3752, 35.3932,   217.1,  -9.000,  0.1363,  -9.000,"
"127, 4639,   48.0, 24.2651,  23.864, 24.2753, 35.3955,   218.6,  -9.000,  0.1390,  -9.000,"
"127, 4639,   50.0, 24.0991,  23.912, 24.1097, 35.3935,   220.7,  -9.000,  0.1423,  -9.000,"
"127, 4639,   52.0, 23.9376,  23.959, 23.9486, 35.3929,   223.1,  -9.000,  0.1483,  -9.000,"
"127, 4639,   54.0, 23.8194,  23.994, 23.8307, 35.3935,   224.3,  -9.000,  0.1592,  -9.000,"
"127, 4639,   56.0, 23.7108,  24.027, 23.7225, 35.3948,   224.2,  -9.000,  0.1660,  -9.000,"
"127, 4639,   58.0, 23.6058,  24.061, 23.6179, 35.3988,   223.7,  -9.000,  0.1784,  -9.000,"
"127, 4639,   60.0, 23.5078,  24.091, 23.5202, 35.4007,   223.4,  -9.000,  0.1851,  -9.000,"
"127, 4639,   62.0, 23.4010,  24.126, 23.4138, 35.4050,   223.2,  -9.000,  0.1887,  -9.000,"
"127, 4639,   64.0, 23.3324,  24.147, 23.3456, 35.4059,   223.1,  -9.000,  0.1896,  -9.000,"
"127, 4639,   66.0, 23.2577,  24.169, 23.2713, 35.4068,   222.9,  -9.000,  0.1989,  -9.000,"
"127, 4639,   68.0, 23.1763,  24.193, 23.1903, 35.4067,   222.8,  -9.000,  0.2031,  -9.000,"
"127, 4639,   70.0, 23.1243,  24.209, 23.1387, 35.4087,   222.7,  -9.000,  0.2125,  -9.000,"
"127, 4639,   72.0, 23.0842,  24.222, 23.0989, 35.4103,   222.5,  -9.000,  0.2131,  -9.000,"
"127, 4639,   74.0, 23.0241,  24.240, 23.0392, 35.4110,   222.4,  -9.000,  0.2151,  -9.000,"
"127, 4639,   76.0, 22.9701,  24.257, 22.9856, 35.4123,   222.2,  -9.000,  0.2228,  -9.000,"
"127, 4639,   78.0, 22.9327,  24.268, 22.9486, 35.4136,   221.9,  -9.000,  0.2282,  -9.000,"
"127, 4639,   80.0, 22.8879,  24.282, 22.9042, 35.4141,   221.9,  -9.000,  0.2383,  -9.000,"
"127, 4639,   82.0, 22.8448,  24.296, 22.8615, 35.4164,   221.9,  -9.000,  0.2497,  -9.000,"
"127, 4639,   84.0, 22.8084,  24.306, 22.8255, 35.4168,   221.9,  -9.000,  0.2542,  -9.000,"
"127, 4639,   86.0, 22.7790,  24.315, 22.7964, 35.4165,   222.0,  -9.000,  0.2567,  -9.000,"
"127, 4639,   88.0, 22.7378,  24.326, 22.7557, 35.4158,   221.5,  -9.000,  0.2615,  -9.000,"
"127, 4639,   90.0, 22.7022,  24.336, 22.7205, 35.4152,   221.2,  -9.000,  0.2659,  -9.000,"
"127, 4639,   92.0, 22.6656,  24.347, 22.6843, 35.4162,   220.3,  -9.000,  0.2756,  -9.000,"
"127, 4639,   94.0, 22.6264,  24.358, 22.6454, 35.4163,   219.6,  -9.000,  0.2862,  -9.000,"
"127, 4639,   96.0, 22.5904,  24.369, 22.6097, 35.4169,   219.1,  -9.000,  0.2928,  -9.000,"
"127, 4639,   98.0, 22.5571,  24.378, 22.5769, 35.4165,   219.0,  -9.000,  0.2964,  -9.000,"
"127, 4639,  100.0, 22.5123,  24.390, 22.5325, 35.4151,   218.7,  -9.000,  0.3032,  -9.000,"
"127, 4639,  102.0, 22.4555,  24.404, 22.4760, 35.4123,   218.7,  -9.000,  0.3327,  -9.000,"
"127, 4639,  104.0, 22.4043,  24.416, 22.4252, 35.4092,   218.6,  -9.000,  0.3396,  -9.000,"
"127, 4639,  106.0, 22.3618,  24.425, 22.3830, 35.4052,   218.1,  -9.000,  0.3454,  -9.000,"
"127, 4639,  108.0, 22.3059,  24.437, 22.3276, 35.4002,   217.4,  -9.000,  0.3609,  -9.000,"
"127, 4639,  110.0, 22.2566,  24.449, 22.2786, 35.3969,   216.9,  -9.000,  0.3725,  -9.000,"
"127, 4639,  112.0, 22.2023,  24.461, 22.2247, 35.3933,   216.2,  -9.000,  0.3918,  -9.000,"
"127, 4639,  114.0, 22.1517,  24.473, 22.1744, 35.3905,   215.6,  -9.000,  0.4076,  -9.000,"
"127, 4639,  116.0, 22.0898,  24.486, 22.1128, 35.3836,   215.3,  -9.000,  0.4238,  -9.000,"
"127, 4639,  118.0, 22.0210,  24.499, 22.0444, 35.3759,   214.7,  -9.000,  0.4432,  -9.000,"
"127, 4639,  120.0, 21.9683,  24.510, 21.9921, 35.3708,   214.0,  -9.000,  0.4639,  -9.000,"
"127, 4639,  122.0, 21.8914,  24.526, 21.9155, 35.3642,   213.4,  -9.000,  0.4872,  -9.000,"
"127, 4639,  124.0, 21.8117,  24.542, 21.8361, 35.3558,   213.0,  -9.000,  0.5076,  -9.000,"
"127, 4639,  126.0, 21.7606,  24.554, 21.7854, 35.3519,   212.3,  -9.000,  0.5244,  -9.000,"
"127, 4639,  128.0, 21.6946,  24.567, 21.7198, 35.3449,   211.6,  -9.000,  0.5339,  -9.000,"
"127, 4639,  130.0, 21.6317,  24.582, 21.6571, 35.3421,   210.9,  -9.000,  0.5514,  -9.000,"
"127, 4639,  132.0, 21.5971,  24.593, 21.6229, 35.3444,   210.1,  -9.000,  0.5716,  -9.000,"
"127, 4639,  134.0, 21.5200,  24.610, 21.5461, 35.3381,   209.3,  -9.000,  0.5793,  -9.000,"
"127, 4639,  136.0, 21.4294,  24.630, 21.4558, 35.3314,   208.1,  -9.000,  0.5829,  -9.000,"
"127, 4639,  138.0, 21.3645,  24.644, 21.3913, 35.3264,   207.1,  -9.000,  0.5798,  -9.000,"
"127, 4639,  140.0, 21.2891,  24.660, 21.3162, 35.3202,   206.5,  -9.000,  0.5794,  -9.000,"
"127, 4639,  142.0, 21.2262,  24.674, 21.2537, 35.3159,   206.0,  -9.000,  0.5819,  -9.000,"
"127, 4639,  144.0, 21.1484,  24.690, 21.1762, 35.3084,   205.6,  -9.000,  0.5762,  -9.000,"
"127, 4639,  146.0, 21.0599,  24.706, 21.0880, 35.2988,   205.0,  -9.000,  0.5672,  -9.000,"
"127, 4639,  148.0, 20.9805,  24.723, 21.0089, 35.2915,   204.2,  -9.000,  0.5507,  -9.000,"
"127, 4639,  150.0, 20.9049,  24.737, 20.9335, 35.2838,   203.6,  -9.000,  0.5361,  -9.000,"
"127, 4639,  152.0, 20.7974,  24.757, 20.8263, 35.2714,   203.0,  -9.000,  0.5191,  -9.000,"
"127, 4639,  154.0, 20.6521,  24.784, 20.6813, 35.2556,   202.2,  -9.000,  0.4954,  -9.000,"
"127, 4639,  156.0, 20.5667,  24.800, 20.5962, 35.2462,   201.2,  -9.000,  0.4669,  -9.000,"
"127, 4639,  158.0, 20.4711,  24.816, 20.5008, 35.2338,   200.8,  -9.000,  0.4461,  -9.000,"
"127, 4639,  160.0, 20.3843,  24.832, 20.4143, 35.2240,   200.5,  -9.000,  0.4272,  -9.000,"
"127, 4639,  162.0, 20.2992,  24.847, 20.3295, 35.2146,   200.3,  -9.000,  0.4061,  -9.000,"
"127, 4639,  164.0, 20.2150,  24.863, 20.2456, 35.2050,   200.3,  -9.000,  0.3843,  -9.000,"
"127, 4639,  166.0, 20.1188,  24.880, 20.1497, 35.1940,   200.2,  -9.000,  0.3637,  -9.000,"
"127, 4639,  168.0, 20.0380,  24.894, 20.0692, 35.1852,   200.5,  -9.000,  0.3464,  -9.000,"
"127, 4639,  170.0, 19.9421,  24.911, 19.9735, 35.1741,   200.8,  -9.000,  0.3197,  -9.000,"
"127, 4639,  172.0, 19.8462,  24.928, 19.8779, 35.1631,   200.9,  -9.000,  0.3057,  -9.000,"
"127, 4639,  174.0, 19.7783,  24.940, 19.8103, 35.1553,   201.0,  -9.000,  0.2891,  -9.000,"
"127, 4639,  176.0, 19.7066,  24.952, 19.7388, 35.1470,   201.0,  -9.000,  0.2695,  -9.000,"
"127, 4639,  178.0, 19.6107,  24.970, 19.6432, 35.1369,   201.0,  -9.000,  0.2493,  -9.000,"
"127, 4639,  180.0, 19.5475,  24.980, 19.5803, 35.1294,   200.6,  -9.000,  0.2358,  -9.000,"
"127, 4639,  182.0, 19.4384,  24.999, 19.4714, 35.1170,   200.5,  -9.000,  0.2243,  -9.000,"
"127, 4639,  184.0, 19.3587,  25.013, 19.3920, 35.1079,   200.4,  -9.000,  0.2124,  -9.000,"
"127, 4639,  186.0, 19.2572,  25.030, 19.2908, 35.0958,   200.4,  -9.000,  0.1961,  -9.000,"
"127, 4639,  188.0, 19.1721,  25.044, 19.2059, 35.0862,   200.3,  -9.000,  0.1806,  -9.000,"
"127, 4639,  190.0, 19.0987,  25.055, 19.1328, 35.0765,   200.2,  -9.000,  0.1686,  -9.000,"
"127, 4639,  192.0, 18.9873,  25.073, 19.0216, 35.0625,   200.3,  -9.000,  0.1588,  -9.000,"
"127, 4639,  194.0, 18.8771,  25.091, 18.9116, 35.0494,   200.5,  -9.000,  0.1495,  -9.000,"
"127, 4639,  196.0, 18.7872,  25.105, 18.8220, 35.0379,   200.7,  -9.000,  0.1396,  -9.000,"
"127, 4639,  198.0, 18.6883,  25.120, 18.7233, 35.0247,   201.0,  -9.000,  0.1311,  -9.000,"
"127, 4639,  200.0, 18.5888,  25.136, 18.6240, 35.0118,   201.1,  -9.000,  0.1249,  -9.000,"
"128, 4666,    0.0, 26.1037,  23.096, 26.1037, 35.1238,   202.2,  -9.000,  0.0375,  -9.000,"
"128, 4666,    2.0, 26.1131,  23.092, 26.1136, 35.1216,   202.4,  -9.000,  0.0389,  -9.000,"
"128, 4666,    4.0, 26.1153,  23.092, 26.1162, 35.1228,   203.1,  -9.000,  0.0365,  -9.000,"
"128, 4666,    6.0, 26.1161,  23.091, 26.1175, 35.1226,   203.3,  -9.000,  0.0330,  -9.000,"
"128, 4666,    8.0, 26.1151,  23.092, 26.1168, 35.1226,   203.8,  -9.000,  0.0314,  -9.000,"
"128, 4666,   10.0, 26.1138,  23.092, 26.1161, 35.1226,   204.1,  -9.000,  0.0348,  -9.000,"
"128, 4666,   12.0, 26.1101,  23.093, 26.1128, 35.1227,   204.3,  -9.000,  0.0376,  -9.000,"
"128, 4666,   14.0, 26.1063,  23.095, 26.1095, 35.1226,   204.6,  -9.000,  0.0381,  -9.000,"
"128, 4666,   16.0, 26.1024,  23.096, 26.1060, 35.1225,   205.0,  -9.000,  0.0380,  -9.000,"
"128, 4666,   18.0, 26.0946,  23.098, 26.0986, 35.1225,   205.2,  -9.000,  0.0392,  -9.000,"
"128, 4666,   20.0, 26.0891,  23.100, 26.0935, 35.1225,   205.1,  -9.000,  0.0439,  -9.000,"
"128, 4666,   22.0, 26.0669,  23.107, 26.0718, 35.1222,   205.0,  -9.000,  0.0446,  -9.000,"
"128, 4666,   24.0, 25.9491,  23.140, 25.9544, 35.1177,   205.7,  -9.000,  0.0463,  -9.000,"
"128, 4666,   26.0, 25.7642,  23.190, 25.7699, 35.1085,   206.1,  -9.000,  0.0522,  -9.000,"
"128, 4666,   28.0, 25.5556,  23.249, 25.5617, 35.1003,   207.4,  -9.000,  0.0637,  -9.000,"
"128, 4666,   30.0, 25.3551,  23.307, 25.3617, 35.0954,   208.6,  -9.000,  0.0756,  -9.000,"
"128, 4666,   32.0, 25.2058,  23.354, 25.2127, 35.0971,   209.5,  -9.000,  0.0883,  -9.000,"
"128, 4666,   34.0, 25.0350,  23.413, 25.0423, 35.1069,   211.0,  -9.000,  0.1017,  -9.000,"
"128, 4666,   36.0, 24.8124,  23.492, 24.8202, 35.1219,   212.6,  -9.000,  0.1117,  -9.000,"
"128, 4666,   38.0, 24.7088,  23.537, 24.7170, 35.1393,   213.5,  -9.000,  0.1219,  -9.000,"
"128, 4666,   40.0, 24.5608,  23.596, 24.5694, 35.1584,   214.4,  -9.000,  0.1324,  -9.000,"
"128, 4666,   42.0, 24.4690,  23.635, 24.4779, 35.1742,   215.7,  -9.000,  0.1330,  -9.000,"
"128, 4666,   44.0, 24.4057,  23.665, 24.4151, 35.1881,   215.8,  -9.000,  0.1345,  -9.000,"
"128, 4666,   46.0, 24.3432,  23.693, 24.3530, 35.2012,   215.8,  -9.000,  0.1470,  -9.000,"
"128, 4666,   48.0, 24.2524,  23.734, 24.2626, 35.2195,   216.5,  -9.000,  0.1512,  -9.000,"
"128, 4666,   50.0, 24.1842,  23.769, 24.1948, 35.2390,   217.4,  -9.000,  0.1548,  -9.000,"
"128, 4666,   52.0, 24.0859,  23.816, 24.0969, 35.2621,   217.7,  -9.000,  0.1633,  -9.000,"
"128, 4666,   54.0, 24.0274,  23.847, 24.0388, 35.2802,   218.2,  -9.000,  0.1733,  -9.000,"
"128, 4666,   56.0, 23.9336,  23.888, 23.9454, 35.2975,   218.8,  -9.000,  0.1948,  -9.000,"
"128, 4666,   58.0, 23.8587,  23.922, 23.8708, 35.3135,   219.0,  -9.000,  0.2060,  -9.000,"
"128, 4666,   60.0, 23.7671,  23.963, 23.7796, 35.3313,   219.2,  -9.000,  0.2076,  -9.000,"
"128, 4666,   62.0, 23.6898,  23.995, 23.7028, 35.3436,   219.4,  -9.000,  0.2152,  -9.000,"
"128, 4666,   64.0, 23.6201,  24.022, 23.6335, 35.3522,   219.9,  -9.000,  0.2278,  -9.000,"
"128, 4666,   66.0, 23.5461,  24.045, 23.5598, 35.3546,   219.9,  -9.000,  0.2346,  -9.000,"
"128, 4666,   68.0, 23.4567,  24.074, 23.4708, 35.3585,   219.9,  -9.000,  0.2412,  -9.000,"
"128, 4666,   70.0, 23.3744,  24.101, 23.3889, 35.3624,   220.4,  -9.000,  0.2541,  -9.000,"
"128, 4666,   72.0, 23.3202,  24.122, 23.3351, 35.3691,   220.5,  -9.000,  0.2711,  -9.000,"
"128, 4666,   74.0, 23.2439,  24.147, 23.2591, 35.3724,   220.3,  -9.000,  0.2801,  -9.000,"
"128, 4666,   76.0, 23.1690,  24.170, 23.1846, 35.3737,   219.9,  -9.000,  0.2921,  -9.000,"
"128, 4666,   78.0, 23.0944,  24.192, 23.1104, 35.3751,   219.9,  -9.000,  0.3091,  -9.000,"
"128, 4666,   80.0, 23.0250,  24.215, 23.0414, 35.3791,   220.0,  -9.000,  0.3327,  -9.000,"
"128, 4666,   82.0, 22.9809,  24.233, 22.9976, 35.3856,   221.0,  -9.000,  0.3537,  -9.000,"
"128, 4666,   84.0, 22.9415,  24.247, 22.9587, 35.3893,   221.0,  -9.000,  0.3714,  -9.000,"
"128, 4666,   86.0, 22.9024,  24.262, 22.9199, 35.3943,   221.0,  -9.000,  0.3919,  -9.000,"
"128, 4666,   88.0, 22.8631,  24.274, 22.8810, 35.3952,   220.9,  -9.000,  0.4186,  -9.000,"
"128, 4666,   90.0, 22.8224,  24.287, 22.8407, 35.3960,   221.0,  -9.000,  0.4317,  -9.000,"
"128, 4666,   92.0, 22.7807,  24.300, 22.7993, 35.3975,   221.2,  -9.000,  0.4449,  -9.000,"
"128, 4666,   94.0, 22.7353,  24.314, 22.7544, 35.3995,   221.6,  -9.000,  0.4561,  -9.000,"
"128, 4666,   96.0, 22.7057,  24.327, 22.7252, 35.4045,   221.7,  -9.000,  0.4699,  -9.000,"
"128, 4666,   98.0, 22.6712,  24.338, 22.6911, 35.4068,   221.7,  -9.000,  0.4849,  -9.000,"
"128, 4666,  100.0, 22.6377,  24.350, 22.6579, 35.4094,   221.5,  -9.000,  0.4918,  -9.000,"
"128, 4666,  102.0, 22.6089,  24.360, 22.6296, 35.4119,   221.7,  -9.000,  0.5029,  -9.000,"
"128, 4666,  104.0, 22.5760,  24.370, 22.5970, 35.4133,   221.8,  -9.000,  0.5134,  -9.000,"
"128, 4666,  106.0, 22.5480,  24.379, 22.5694, 35.4144,   220.8,  -9.000,  0.5172,  -9.000,"
"128, 4666,  108.0, 22.5178,  24.387, 22.5395, 35.4132,   219.6,  -9.000,  0.5195,  -9.000,"
"128, 4666,  110.0, 22.4723,  24.397, 22.4945, 35.4097,   218.8,  -9.000,  0.5191,  -9.000,"
"128, 4666,  112.0, 22.4328,  24.406, 22.4553, 35.4070,   218.1,  -9.000,  0.5256,  -9.000,"
"128, 4666,  114.0, 22.3680,  24.420, 22.3908, 35.4002,   218.0,  -9.000,  0.5264,  -9.000,"
"128, 4666,  116.0, 22.3241,  24.431, 22.3473, 35.3989,   216.8,  -9.000,  0.5515,  -9.000,"
"128, 4666,  118.0, 22.2776,  24.443, 22.3012, 35.3976,   216.8,  -9.000,  0.5425,  -9.000,"
"128, 4666,  120.0, 22.2389,  24.454, 22.2628, 35.3971,   215.8,  -9.000,  0.5401,  -9.000,"
"128, 4666,  122.0, 22.1861,  24.466, 22.2105, 35.3941,   215.2,  -9.000,  0.5389,  -9.000,"
"128, 4666,  124.0, 22.1328,  24.477, 22.1574, 35.3882,   215.0,  -9.000,  0.5401,  -9.000,"
"128, 4666,  126.0, 22.0692,  24.489, 22.0943, 35.3808,   214.6,  -9.000,  0.5428,  -9.000,"
"128, 4666,  128.0, 21.9982,  24.503, 22.0236, 35.3720,   214.1,  -9.000,  0.5465,  -9.000,"
"128, 4666,  130.0, 21.9115,  24.520, 21.9372, 35.3627,   213.8,  -9.000,  0.5403,  -9.000,"
"128, 4666,  132.0, 21.8323,  24.537, 21.8583, 35.3563,   213.5,  -9.000,  0.5293,  -9.000,"
"128, 4666,  134.0, 21.7701,  24.551, 21.7964, 35.3515,   212.8,  -9.000,  0.5189,  -9.000,"
"128, 4666,  136.0, 21.6917,  24.566, 21.7184, 35.3423,   212.1,  -9.000,  0.5094,  -9.000,"
"128, 4666,  138.0, 21.6044,  24.583, 21.6314, 35.3334,   210.4,  -9.000,  0.5013,  -9.000,"
"128, 4666,  140.0, 21.5264,  24.601, 21.5537, 35.3285,   209.2,  -9.000,  0.4947,  -9.000,"
"128, 4666,  142.0, 21.4600,  24.616, 21.4877, 35.3248,   208.2,  -9.000,  0.4861,  -9.000,"
"128, 4666,  144.0, 21.3749,  24.634, 21.4029, 35.3173,   207.4,  -9.000,  0.4716,  -9.000,"
"128, 4666,  146.0, 21.2591,  24.657, 21.2873, 35.3053,   207.1,  -9.000,  0.4590,  -9.000,"
"128, 4666,  148.0, 21.1862,  24.670, 21.2148, 35.2961,   207.0,  -9.000,  0.4460,  -9.000,"
"128, 4666,  150.0, 21.1005,  24.685, 21.1293, 35.2855,   207.4,  -9.000,  0.4364,  -9.000,"
"128, 4666,  152.0, 21.0258,  24.699, 21.0550, 35.2773,   207.4,  -9.000,  0.4256,  -9.000,"
"128, 4666,  154.0, 20.9518,  24.712, 20.9813, 35.2672,   207.3,  -9.000,  0.4104,  -9.000,"
"128, 4666,  156.0, 20.8737,  24.725, 20.9035, 35.2566,   207.2,  -9.000,  0.3945,  -9.000,"
"128, 4666,  158.0, 20.7601,  24.746, 20.7902, 35.2437,   207.3,  -9.000,  0.3793,  -9.000,"
"128, 4666,  160.0, 20.6665,  24.765, 20.6969, 35.2354,   206.9,  -9.000,  0.3627,  -9.000,"
"128, 4666,  162.0, 20.5817,  24.783, 20.6124, 35.2290,   206.3,  -9.000,  0.3456,  -9.000,"
"128, 4666,  164.0, 20.4870,  24.801, 20.5179, 35.2191,   206.2,  -9.000,  0.3268,  -9.000,"
"128, 4666,  166.0, 20.3886,  24.817, 20.4198, 35.2059,   206.3,  -9.000,  0.3146,  -9.000,"
"128, 4666,  168.0, 20.2841,  24.835, 20.3155, 35.1928,   205.4,  -9.000,  0.2974,  -9.000,"
"128, 4666,  170.0, 20.1976,  24.849, 20.2294, 35.1815,   204.1,  -9.000,  0.2801,  -9.000,"
"128, 4666,  172.0, 20.0861,  24.872, 20.1180, 35.1733,   203.2,  -9.000,  0.2645,  -9.000,"
"128, 4666,  174.0, 20.0217,  24.886, 20.0540, 35.1688,   201.5,  -9.000,  0.2454,  -9.000,"
"128, 4666,  176.0, 19.9320,  24.903, 19.9646, 35.1595,   200.8,  -9.000,  0.2309,  -9.000,"
"128, 4666,  178.0, 19.8212,  24.922, 19.8540, 35.1467,   200.2,  -9.000,  0.2178,  -9.000,"
"128, 4666,  180.0, 19.7129,  24.940, 19.7459, 35.1329,   200.1,  -9.000,  0.2039,  -9.000,"
"128, 4666,  182.0, 19.6454,  24.951, 19.6787, 35.1250,   199.4,  -9.000,  0.1911,  -9.000,"
"128, 4666,  184.0, 19.5854,  24.961, 19.6190, 35.1174,   199.3,  -9.000,  0.1779,  -9.000,"
"128, 4666,  186.0, 19.4897,  24.976, 19.5236, 35.1037,   199.3,  -9.000,  0.1684,  -9.000,"
"128, 4666,  188.0, 19.3831,  24.993, 19.4171, 35.0903,   199.6,  -9.000,  0.1627,  -9.000,"
"128, 4666,  190.0, 19.2740,  25.011, 19.3083, 35.0772,   199.8,  -9.000,  0.1566,  -9.000,"
"128, 4666,  192.0, 19.1792,  25.027, 19.2137, 35.0656,   199.5,  -9.000,  0.1483,  -9.000,"
"128, 4666,  194.0, 19.0659,  25.044, 19.1007, 35.0508,   199.1,  -9.000,  0.1383,  -9.000,"
"128, 4666,  196.0, 18.9938,  25.055, 19.0288, 35.0414,   198.9,  -9.000,  0.1335,  -9.000,"
"128, 4666,  198.0, 18.9229,  25.067, 18.9581, 35.0334,   198.7,  -9.000,  0.1280,  -9.000,"
"128, 4666,  200.0, 18.8326,  25.082, 18.8681, 35.0219,   198.7,  -9.000,  0.1203,  -9.000,"
"129, 4694,    0.0, 25.7151,  23.299, 25.7151, 35.2317,   208.6,  -9.000,  0.0764,  -9.000,"
"129, 4694,    2.0, 25.7516,  23.290, 25.7521, 35.2352,   208.0,  -9.000,  0.0682,  -9.000,"
"129, 4694,    4.0, 25.7520,  23.288, 25.7529, 35.2330,   208.0,  -9.000,  0.0676,  -9.000,"
"129, 4694,    6.0, 25.7502,  23.290, 25.7516, 35.2350,   208.0,  -9.000,  0.0656,  -9.000,"
"129, 4694,    8.0, 25.7497,  23.291, 25.7514, 35.2353,   208.1,  -9.000,  0.0709,  -9.000,"
"129, 4694,   10.0, 25.7480,  23.291, 25.7503, 35.2352,   208.2,  -9.000,  0.0742,  -9.000,"
"129, 4694,   12.0, 25.7438,  23.292, 25.7465, 35.2350,   208.3,  -9.000,  0.0712,  -9.000,"
"129, 4694,   14.0, 25.7409,  23.294, 25.7440, 35.2359,   208.3,  -9.000,  0.0974,  -9.000,"
"129, 4694,   16.0, 25.7336,  23.295, 25.7371, 35.2344,   208.4,  -9.000,  0.0929,  -9.000,"
"129, 4694,   18.0, 25.7292,  23.296, 25.7332, 35.2340,   208.4,  -9.000,  0.0867,  -9.000,"
"129, 4694,   20.0, 25.7257,  23.297, 25.7301, 35.2337,   208.5,  -9.000,  0.0987,  -9.000,"
"129, 4694,   22.0, 25.7218,  23.298, 25.7267, 35.2335,   208.6,  -9.000,  0.0921,  -9.000,"
"129, 4694,   24.0, 25.7160,  23.299, 25.7213, 35.2332,   208.6,  -9.000,  0.0970,  -9.000,"
"129, 4694,   26.0, 25.7102,  23.301, 25.7159, 35.2328,   208.6,  -9.000,  0.0951,  -9.000,"
"129, 4694,   28.0, 25.7068,  23.302, 25.7130, 35.2326,   208.7,  -9.000,  0.1001,  -9.000,"
"129, 4694,   30.0, 25.7033,  23.303, 25.7099, 35.2323,   208.6,  -9.000,  0.1051,  -9.000,"
"129, 4694,   32.0, 25.7011,  23.303, 25.7082, 35.2322,   208.6,  -9.000,  0.1091,  -9.000,"
"129, 4694,   34.0, 25.6992,  23.304, 25.7067, 35.2321,   208.8,  -9.000,  0.1088,  -9.000,"
"129, 4694,   36.0, 25.6956,  23.305, 25.7036, 35.2319,   208.8,  -9.000,  0.1106,  -9.000,"
"129, 4694,   38.0, 25.6926,  23.306, 25.7010, 35.2319,   208.8,  -9.000,  0.1200,  -9.000,"
"129, 4694,   40.0, 25.6907,  23.306, 25.6995, 35.2318,   208.9,  -9.000,  0.1337,  -9.000,"
"129, 4694,   42.0, 25.6860,  23.308, 25.6953, 35.2321,   208.9,  -9.000,  0.1669,  -9.000,"
"129, 4694,   44.0, 25.6531,  23.321, 25.6629, 35.2364,   209.0,  -9.000,  0.1473,  -9.000,"
"129, 4694,   46.0, 25.6021,  23.337, 25.6123, 35.2365,   209.0,  -9.000,  0.1536,  -9.000,"
"129, 4694,   48.0, 25.5588,  23.351, 25.5694, 35.2368,   209.3,  -9.000,  0.1508,  -9.000,"
"129, 4694,   50.0, 25.5846,  23.341, 25.5956, 35.2345,   209.6,  -9.000,  0.1548,  -9.000,"
"129, 4694,   52.0, 25.5310,  23.358, 25.5424, 35.2353,   210.3,  -9.000,  0.1528,  -9.000,"
"129, 4694,   54.0, 25.4980,  23.369, 25.5099, 35.2357,   211.2,  -9.000,  0.1606,  -9.000,"
"129, 4694,   56.0, 25.4224,  23.396, 25.4347, 35.2407,   212.2,  -9.000,  0.1983,  -9.000,"
"129, 4694,   58.0, 25.2943,  23.444, 25.3070, 35.2518,   214.0,  -9.000,  0.1889,  -9.000,"
"129, 4694,   60.0, 25.0889,  23.514, 25.1019, 35.2616,   216.4,  -9.000,  0.1964,  -9.000,"
"129, 4694,   62.0, 24.8422,  23.590, 24.8556, 35.2640,   219.8,  -9.000,  0.2133,  -9.000,"
